	||service.sponsorpay.com^	sponsorpay.com	ad	app	com.com5us.tinyfarm.normal.freefull.google.global.android.common			http://service.sponsorpay.com/installs/v2?mac_address=08%3A60%3A6e%3A33%3Ab4%3Ae9&android_id=c32c60dd73a787d3&answer_received=0&phone_version=asus_Nexus%207&sdk_version=1.8.2&appid=A51610&device_id=null&language=ja_JP&os_version=Android%20OS%204.2.2
	||mopub.com^	ads.mopub.com	ad	app	com.com6us.tinyfarm.normal.freefull.google.global.android.common			http://ads.mopub.com/m/open?v=6&id=com.com2us.tinyfarm.normal.freefull.google.global.android.common&udid=sha:23f6dc37f02eb53a86345ba2549494c0c3979921


▼サイト						
	||affiliate.rakuten.co.jp^	"xml.affiliate.rakuten.co.jp, static.affiliate.rakuten.co.jp"	ad	pc		

	||nend.net^	"ad1.nend.net,ad2.nend.net,js1.nend.net"	ad	app/sp		nend ネンド
	||i-mobile.co.jp^	"spdeliverp.i-mobile.co.jp, spad.i-mobile.co.jp, spapi.i-mobile.co.jp, spnet1.i-mobile.co.jp, spnet2.i-mobile.co.jp, spnet3.i-mobile.co.jp, spnet4.i-mobile.co.jp, spnet5.i-mobile.co.jp"	ad	app/sp		アイモバイル i-mobile
	||accesstrade.net^	h.accesstrade.net	ad	app/sp/pc		アクセストレード アフィ
	||microad.jp^	adf.send.microad.jp	ad			
	||adingo.jp^	sh.adingo.jp	ad			
	||fout.jp^	sync.fout.jp	ad			
	||impact-ad.jp^	m.one.impact-ad.jp	ad			
	||revsci.net^	pix04.revsci.net	ad			
	||iogous.com^	a.iogous.com	ad			
	||gmossp-sp.jp^	sp.gmossp-sp.jp	ad			
	||searchteria.co.jp^	op20.searchteria.co.jp	ad			
	||advg.jp^	ds.advg.jp	ad			ADPLAN	広告効果測定ADPLANサーバー	
	||kau.li^	js.kau.li	ad			Kauli		
	||bannerbridge.net^	track.bannerbridge.net	ad					
	||ad-stir.com^	ad-stir.com js.ad-stir.com api.ad-stir.com dist.ad-stir.com dist.adp.ad-stir.com	ad					http://api.ad-stir.com/sc/?app_id=&ad_spot_no=1&ver=1.5.1&locale=ja_JP http://dist.ad-stir.com/ad?enc=utf8&app_id=&ip=192.168.137.32&ua=Android_app_Nexus+7_17&uid=89bb90e8-6752-4b37xxxxxx&ad_spot_no=1
	||a8.net^		ad			A8	アフィリエイト	
	||sprout-ad.com^	j.sprout-ad.com	ad					
	||adplatform.jp^	tr.adplatform.jp	ad				広告効果測定ツール	
	||media-b.jp^	media-b.jp	ad				広告代理	

	||afl.rakuten.co.jp^	hbb.afl.rakuten.co.jp	ad					

	||rcm-jp.amazon.co.jp^	rcm-jp.amazon.co.jp	ad				Amazon アソシエイト・プログラム	
	||assoc-amazon.jp^	www.assoc-amazon.jp	ad					
	||adlantis.jp^	"sp.ad.adlantis.jp, static.adlantis.jp"	ad	web		adlantis.jp アドランティス	無料の広告配信サーバー	


	||ov.yahoo.co.jp^		ad				Yahoo!プロモーション広告?	

	||bypass.jp^	as.a.bypass.jp	ad				広告?	
	||href.asia^	d.href.asia	ad				?	
	||a.adimg.net^	a.adimg.net	ad				?	
	||unthem.com^	api.unthem.com	ad	sp	はちま起稿		?	http://api.unthem.com/js/spad.js?zname=' + ad_cd + '&ref=' + encodeURIComponent(document.referrer) + '&_=' + Math.round(Math.random()*10000000000)

	||mcgate.jp^	redirect.mcgate.jp	ad				? ゴミ	

	||webtracker.jp^	a.t.webtracker.jp	analy					
	||www.access-kaiseki-tools.com^		analy					

	||uploader.asia^		omntn				おまんちん	
	||yountunbe.com^		omntn				おまんちん	
	||manmanco.info^		omntn				おまんちん	
	||upupimg.com^		omntn					

	||red.st-hatena.com/ad^		ad	web		hatena はてな	はてな
	||ai.yimg.jp/bdv/yahoo/javascript/		ad			yahoo	不具合が出ないか不明
	||yjaxc.yahoo.co.jp/oi^		ad	web		yahoo	コンテンツマッチ広告
	||ai.yimg.jp/images/listing/tool/crocos/crocos_ytop.js^		ad			yahoo	
	||b.www.yahoo.co.jp/p.gif^		analy			yahoo	1x1
	||b3.yahoo.co.jp/b^		analy			yahoo	1x1
	|http://i.yimg.jp/images/rapid/1.5.0/ult.js^		analy			yahoo	?

	||adingo.jp.eimg.jp^	sp.adingo.jp.eimg.jp	ad				atwiki


#		apis.google.com	sns			google	Google+ボタン ?
	||googlesyndication.com^	pagead2.googlesyndication.com	ad			google	
	||doubleclick.net^	"googleads.g.doubleclick.net, n4061ad.jp.doubleclick.net"	ad			google	n4061ad=youtube
	||googleadservices.com^	partner.googleadservices.com	ad			google	
	||googletagservices.com^		ad			google		
+	||google-analytics.com^	"www.google-analytics.com, ssl.google-analytics.com"	analy			google	Googleアナリティクス	

	||analysis.shinobi.jp^	analysis.shinobi.jp	analy			忍者ツール		
	||adm.shinobi.jp^	adm.shinobi.jp	ad			忍者ツール	忍者admax	


	/^http:\/\/clicktrack\d*\.ziyu\.net\//		analy			ACR WEB	クリックトラック ziyu.net	
	||spstatic.ameba.jp/js/a.js^		ad			ameba	広告スクリプト?	
	||spstatic.ameba.jp/js/d.js^		ad			ameba	広告?	
	||amoad.com^	j.amoad.com d.amoad.com	ad	sp		amoad		http://d.amoad.com/ad/json/?sid=1&uid=6&orientation=portrait&app=1&version=2.4.0&appdomain=&appname=
	||act.ameba.jp^	act.ameba.jp	analy			ameba	追跡? 1x1gif	
	||counter2.blog.livedoor.com^	counter2.blog.livedoor.com	cntr			livedoor blog	カウンタ	
	||i2i.jp/bin/count^		cntr			i2i	cc2.i2i.jp	
	||amazoo.longseller.org^	amazoo.longseller.org	ad				Amazonキーワード検索結果・ランキング ブログパーツ	
	||adsp.i2idata.com^	adsp.i2idata.com	ad				1x1gif ad?	
	||rc4.i2i.jp/view/		rank			i2i	アクセスランキング	
	||rc4.i2i.jp/bin/get.x^		ad			i2i	広告 ?	
	||media.fc2.com/counter_empjs.php^		cntr			fc2	カウンタ?	
	||omt.shinobi.jp^		sns			ninja	位置固定要素 sns おまとめボタン 重い	
	||ebis.ne.jp^		ad			ebis アドエビス	広告効果測定No.1システム	
	||scorecardresearch.com^	b.scorecardresearch.com	analy					
	||quantserve.com^		analy					
	||tumblr.com/impixu^		analy			tumblr	1x1	
	||medibaad.com^	adc.medibaad.com	ad	app/sp				
	||d.exit-ad.com^	d.exit-ad.com	ad	app	jp.co.applica			http://d.exit-ad.com/ad/json/?sid=&orientation=portrait&app=1&count=0
	||img1.rankan.net^		ad		はちま起稿		rankan.net	http://img1.rankan.net/images/img002
	"##a[href^=""http://img1.rankan.net/links/""]"		ad		はちま起稿		rankan.net	http://img1.rankan.net/links/img002
	||astrsk.net^	public.astrsk.net	ad	sp	http://ffdic.wikiwiki.jp/		アイコン型スマホアプリ広告の「アスタ」	http://public.astrsk.net/mbget.css http://public.astrsk.net/wikiwiki.jpJjNA/mbget.cgi?ucd=EUB7xO4-mRev2jzQBI3k5h18fa4f88&size=73x75&idx=1&idx=2&idx=3&idx=4
	||media-rep.com^	adc.media-rep.com	ad	sp		?	アダルト広告?	http://adc.media-rep.com/smtad.js


		api.app-c.net	ad	app	ff.appgroup.app001_hrenai		SSLのみ　アプリ推薦		2013/8/9
	||adwhirl.com^	mob.adwhirl.com	ad	app	ff.appgroup.app001_hrenai			http://mob.adwhirl.com/getInfo.php?appid=673db343ebed418fa841f6a1b3d31209&appver=320&client=2	2013/8/9
	||4-fusion.com^	api1.4-fusion.com	ad	app	ff.appgroup.app002_hrenai			http://api1.4-fusion.com/appgroup/push.php	2013/8/9
	||s.tabelog.com/smartphone/restaurant_detail/ajax_contents/?rcd=		ad	sp	食べログ		追尾 食べログ	http://s.tabelog.com/smartphone/restaurant_detail/ajax_contents/?rcd=27059636&from_action=top	2013/8/9
	||yads.yahoo.co.jp^	yads.yahoo.co.jp	ad	sp	naverまとめ	yahoo	追尾	http://yads.yahoo.co.jp/js/yads.js	2013/8/11

	@@||auctions.c.yimg.jp^		ad	app			ヤフオクアプリ　豆腐フィルタ対策		
